"transaction_id","amount","user_id","hour","merchant","location","card_type","risk_score","fraud_reason","risk_level","is_fraud_flag","time","diff"
"8E180AD4","1627.42","USER_0003","12","Reliance Mart","Ahmedabad","Mastercard","0","CLEAN","CLEAN","False","1772125366494","1"
"CD667ED3","285.6","USER_0009","16","Netflix","Mumbai","RuPay","0","CLEAN","CLEAN","False","1772125366494","1"
"3DC82995","72.23","USER_0048","23","Reliance Mart","Surat","Amex","0","CLEAN","CLEAN","False","1772125366494","1"
"8D6906F3","2483.06","USER_0037","2","CasinoRoyal","Delhi","Visa","75","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366494","1"
"A802A376","213.16","USER_0048","15","Myntra","Surat","Visa","0","CLEAN","CLEAN","False","1772125366494","1"
"83659C94","9474.98","USER_0026","3","Ola","Hyderabad","Mastercard","90","HIGH AMOUNT ($9,474.98 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366494","1"
"E56B6400","2352.6","USER_0004","16","Reliance Mart","Surat","Visa","0","CLEAN","CLEAN","False","1772125366494","1"
"08386751","1234.94","USER_0002","0","MedPlus Pharmacy","Pune","Amex","50","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366494","1"
"864C964B","3331.17","USER_0012","20","Zomato","Jaipur","Amex","0","CLEAN","CLEAN","False","1772125366494","1"
"5788C69B","1876.69","USER_0001","20","WireTransfer_Global","Mumbai","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366494","1"
"CF9392A4","7498.37","USER_0020","3","CasinoRoyal","Bangalore","Visa","100","HIGH AMOUNT ($7,498.37 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366494","1"
"C0230769","3118.78","USER_0034","20","IRCTC","Pune","Mastercard","0","CLEAN","CLEAN","False","1772125366494","1"
"76211CBE","2367.46","USER_0029","11","Uber","Ahmedabad","Mastercard","0","CLEAN","CLEAN","False","1772125366494","1"
"04256962","2269.42","USER_0041","9","Swiggy","Bangalore","RuPay","0","CLEAN","CLEAN","False","1772125366494","1"
"5997FC18","2993.52","USER_0010","20","Reliance Mart","Surat","Amex","0","CLEAN","CLEAN","False","1772125366494","1"
"61E8C03E","9643.5","USER_0016","5","Zomato","Surat","RuPay","90","HIGH AMOUNT ($9,643.50 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366494","1"
"DD8BB74F","12705.27","USER_0021","0","CryptoExchange_BuyBit","Pune","RuPay","100","HIGH AMOUNT ($12,705.27 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366496","1"
"2C532AE0","20151.18","USER_0041","3","MedPlus Pharmacy","Bangalore","Amex","90","HIGH AMOUNT ($20,151.18 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366496","1"
"CCB965A1","3177.98","USER_0045","17","IRCTC","Pune","Visa","0","CLEAN","CLEAN","False","1772125366496","1"
"951FC42B","482.28","USER_0026","13","Flipkart","Surat","Amex","0","CLEAN","CLEAN","False","1772125366496","1"
"A4223C60","14752.11","USER_0015","1","Myntra","Ahmedabad","Visa","90","HIGH AMOUNT ($14,752.11 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366496","1"
"DE0C25BD","17836.27","USER_0044","2","Amazon","Jaipur","Amex","90","HIGH AMOUNT ($17,836.27 > $5000) | OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366496","1"
"D488535D","2530.83","USER_0014","13","Swiggy","Kolkata","Amex","0","CLEAN","CLEAN","False","1772125366496","1"
"876092E4","2485.0","USER_0043","2","BigBasket","Delhi","Visa","50","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366498","1"
"937B0973","1374.69","USER_0045","18","IRCTC","Kolkata","RuPay","0","CLEAN","CLEAN","False","1772125366498","1"
"42E06A5D","434.9","USER_0015","19","CryptoExchange_BuyBit","Chennai","RuPay","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366498","1"
"1E356B81","4339.09","USER_0014","5","CryptoExchange_BuyBit","Bangalore","Visa","75","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366498","1"
"ACA4D281","24512.86","USER_0008","4","MedPlus Pharmacy","Ahmedabad","Amex","90","HIGH AMOUNT ($24,512.86 > $5000) | OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366498","1"
"C54E3AC6","22576.43","USER_0029","0","MedPlus Pharmacy","Surat","Mastercard","90","HIGH AMOUNT ($22,576.43 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366498","1"
"EFA9F8D6","1584.6","USER_0042","9","CryptoExchange_BuyBit","Kolkata","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366498","1"
"1096D919","2364.69","USER_0036","17","WireTransfer_Global","Mumbai","RuPay","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366498","1"
"11E390A3","1420.9","USER_0008","19","Flipkart","Chennai","Visa","0","CLEAN","CLEAN","False","1772125366502","1"
"FE90932C","2512.68","USER_0036","8","BookMyShow","Chennai","Visa","0","CLEAN","CLEAN","False","1772125366502","1"
"292C4B58","3283.67","USER_0025","15","BigBasket","Surat","Visa","0","CLEAN","CLEAN","False","1772125366502","1"
"3F08EF26","963.86","USER_0026","23","Netflix","Ahmedabad","Visa","0","CLEAN","CLEAN","False","1772125366502","1"
"BEA08FC8","14298.31","USER_0037","1","Amazon","Kolkata","Mastercard","90","HIGH AMOUNT ($14,298.31 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366504","1"
"DAC9F8F5","4249.55","USER_0034","6","Myntra","Jaipur","Mastercard","0","CLEAN","CLEAN","False","1772125366504","1"
"E072668A","2125.61","USER_0001","20","Reliance Mart","Hyderabad","Mastercard","0","CLEAN","CLEAN","False","1772125366504","1"
"33F4E089","652.23","USER_0030","9","Amazon","Ahmedabad","Visa","0","CLEAN","CLEAN","False","1772125366504","1"
"0A8D56DA","4282.83","USER_0009","14","Uber","Jaipur","Visa","0","CLEAN","CLEAN","False","1772125366504","1"
"3F73541C","1434.89","USER_0009","22","BookMyShow","Delhi","Mastercard","0","CLEAN","CLEAN","False","1772125366504","1"
"5E3F22CE","21849.12","USER_0031","4","MedPlus Pharmacy","Jaipur","Visa","90","HIGH AMOUNT ($21,849.12 > $5000) | OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366504","1"
"D5222C9B","4094.48","USER_0018","22","D-Mart","Bangalore","RuPay","0","CLEAN","CLEAN","False","1772125366504","1"
"21F4738E","2842.12","USER_0045","18","IRCTC","Pune","Amex","0","CLEAN","CLEAN","False","1772125366506","1"
"D910607B","3801.27","USER_0019","20","Ola","Hyderabad","Mastercard","0","CLEAN","CLEAN","False","1772125366506","1"
"9AD02E9C","501.18","USER_0004","14","IRCTC","Jaipur","Visa","0","CLEAN","CLEAN","False","1772125366506","1"
"7E48A900","2345.22","USER_0028","14","D-Mart","Jaipur","Mastercard","0","CLEAN","CLEAN","False","1772125366506","1"
"20D67015","1749.68","USER_0019","12","Swiggy","Mumbai","Visa","0","CLEAN","CLEAN","False","1772125366506","1"
"B7620DE1","3483.8","USER_0017","10","Ola","Hyderabad","Amex","0","CLEAN","CLEAN","False","1772125366506","1"
"3EF252C4","645.12","USER_0043","16","Myntra","Ahmedabad","Mastercard","0","CLEAN","CLEAN","False","1772125366508","1"
"0F48DC97","750.56","USER_0033","23","IRCTC","Pune","Mastercard","0","CLEAN","CLEAN","False","1772125366508","1"
"C8B21628","4351.44","USER_0016","13","Flipkart","Ahmedabad","RuPay","0","CLEAN","CLEAN","False","1772125366508","1"
"0CEE19F6","3023.44","USER_0008","10","Swiggy","Chennai","RuPay","0","CLEAN","CLEAN","False","1772125366508","1"
"0B898F49","382.53","USER_0023","22","D-Mart","Chennai","Mastercard","0","CLEAN","CLEAN","False","1772125366508","1"
"2A428363","19679.16","USER_0047","0","Zomato","Pune","RuPay","90","HIGH AMOUNT ($19,679.16 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366508","1"
"4DB1246C","2011.13","USER_0045","17","D-Mart","Mumbai","Visa","0","CLEAN","CLEAN","False","1772125366508","1"
"A765E249","1152.99","USER_0020","9","Ola","Delhi","Amex","0","CLEAN","CLEAN","False","1772125366508","1"
"86E6B937","3725.09","USER_0022","13","Myntra","Surat","Amex","0","CLEAN","CLEAN","False","1772125366510","1"
"649D784F","4113.91","USER_0044","1","Zomato","Kolkata","Amex","50","OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366510","1"
"7036E9DC","982.6","USER_0015","23","CryptoExchange_BuyBit","Hyderabad","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366510","1"
"26754A73","3060.55","USER_0044","12","Flipkart","Surat","Mastercard","0","CLEAN","CLEAN","False","1772125366510","1"
"7D84FC8B","518.27","USER_0002","19","Ola","Mumbai","Visa","0","CLEAN","CLEAN","False","1772125366510","1"
"CBBB6259","11762.94","USER_0048","4","WireTransfer_Global","Jaipur","Mastercard","100","HIGH AMOUNT ($11,762.94 > $5000) | OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366510","1"
"9C517282","2367.95","USER_0032","22","WireTransfer_Global","Ahmedabad","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366510","1"
"6C17C44A","3782.26","USER_0041","5","CasinoRoyal","Jaipur","Mastercard","75","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366512","1"
"A71CAACE","3983.63","USER_0031","9","CasinoRoyal","Jaipur","Mastercard","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366512","1"
"7918A85D","17813.34","USER_0042","3","CasinoRoyal","Ahmedabad","Amex","100","HIGH AMOUNT ($17,813.34 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366512","1"
"F1C843E1","1918.0","USER_0043","3","Reliance Mart","Chennai","RuPay","50","OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366512","1"
"F94842D6","506.01","USER_0034","19","MedPlus Pharmacy","Bangalore","Visa","0","CLEAN","CLEAN","False","1772125366512","1"
"07E10F71","2971.14","USER_0031","16","Reliance Mart","Kolkata","RuPay","0","CLEAN","CLEAN","False","1772125366512","1"
"40ABF931","649.44","USER_0021","5","CryptoExchange_BuyBit","Chennai","Mastercard","55","OFF-HOURS (hour=5:00, between 00:00-06:00) | HIGH-RISK MERCHANT CATEGORY","HIGH","True","1772125366512","1"
"82C067BD","1592.39","USER_0025","12","Reliance Mart","Jaipur","Mastercard","0","CLEAN","CLEAN","False","1772125366514","1"
"CD248056","3252.28","USER_0029","9","Myntra","Ahmedabad","Amex","0","CLEAN","CLEAN","False","1772125366514","1"
"CAE70E4F","4445.53","USER_0018","6","WireTransfer_Global","Ahmedabad","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366514","1"
"3A8525F1","13226.74","USER_0030","1","MedPlus Pharmacy","Bangalore","Visa","90","HIGH AMOUNT ($13,226.74 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366514","1"
"4D0C1DD3","16268.98","USER_0036","1","MedPlus Pharmacy","Jaipur","RuPay","90","HIGH AMOUNT ($16,268.98 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366514","1"
"68077731","24783.38","USER_0011","2","CryptoExchange_BuyBit","Pune","Visa","100","HIGH AMOUNT ($24,783.38 > $5000) | OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366514","1"
"B2E9F1CE","1493.56","USER_0025","7","Swiggy","Pune","Mastercard","0","CLEAN","CLEAN","False","1772125366516","1"
"BC529930","3258.66","USER_0030","8","Ola","Ahmedabad","Visa","0","CLEAN","CLEAN","False","1772125366516","1"
"99C748E1","2509.68","USER_0043","6","Swiggy","Kolkata","Mastercard","0","CLEAN","CLEAN","False","1772125366516","1"
"4904C8E1","3085.74","USER_0038","7","MedPlus Pharmacy","Ahmedabad","RuPay","0","CLEAN","CLEAN","False","1772125366516","1"
"11E2F68D","655.07","USER_0007","23","Flipkart","Hyderabad","Visa","0","CLEAN","CLEAN","False","1772125366516","1"
"4C2CC4D3","4499.38","USER_0019","21","Zomato","Hyderabad","Amex","0","CLEAN","CLEAN","False","1772125366516","1"
"7AC0356C","494.17","USER_0046","20","D-Mart","Surat","RuPay","0","CLEAN","CLEAN","False","1772125366516","1"
"86D4B6F2","4181.35","USER_0021","0","Ola","Chennai","RuPay","50","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366516","1"
"64B60FA6","2905.73","USER_0005","7","Uber","Delhi","Amex","0","CLEAN","CLEAN","False","1772125366516","1"
"5DBF6092","1454.74","USER_0009","20","CasinoRoyal","Delhi","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366518","1"
"2DA02C30","2651.45","USER_0044","21","CryptoExchange_BuyBit","Ahmedabad","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366518","1"
"CFACBC1D","9243.25","USER_0048","3","BigBasket","Kolkata","Amex","90","HIGH AMOUNT ($9,243.25 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366518","1"
"2651ECE9","1013.78","USER_0019","16","CasinoRoyal","Delhi","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366518","1"
"E59131FE","22567.27","USER_0006","5","Swiggy","Bangalore","RuPay","90","HIGH AMOUNT ($22,567.27 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366518","1"
"0787E982","3236.49","USER_0048","22","Netflix","Ahmedabad","Visa","0","CLEAN","CLEAN","False","1772125366518","1"
"04AFB0FE","2599.47","USER_0008","16","Myntra","Kolkata","Amex","0","CLEAN","CLEAN","False","1772125366518","1"
"8E92E7C8","3783.72","USER_0042","23","Flipkart","Bangalore","RuPay","0","CLEAN","CLEAN","False","1772125366520","1"
"FF3F1F74","1563.19","USER_0047","0","CasinoRoyal","Jaipur","Amex","75","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366520","1"
"D4439178","1790.71","USER_0018","4","Ola","Jaipur","Visa","50","OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366520","1"
"6DDF0524","2948.93","USER_0049","23","Ola","Bangalore","RuPay","0","CLEAN","CLEAN","False","1772125366520","1"
"DA2207ED","1035.11","USER_0036","4","Zomato","Delhi","Mastercard","50","OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366520","1"
"573AC818","3698.88","USER_0013","22","Reliance Mart","Surat","Mastercard","0","CLEAN","CLEAN","False","1772125366520","1"
"A1914FC4","1265.61","USER_0015","3","Swiggy","Surat","Mastercard","50","OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366520","1"
"324CFC1D","20589.52","USER_0033","2","D-Mart","Chennai","Amex","90","HIGH AMOUNT ($20,589.52 > $5000) | OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366520","1"
"8DAC8E49","1240.2","USER_0021","17","Myntra","Surat","Mastercard","0","CLEAN","CLEAN","False","1772125366520","1"
"53BDCF08","1662.0","USER_0031","18","WireTransfer_Global","Jaipur","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366520","1"
"93B0CCA2","13363.58","USER_0006","1","MedPlus Pharmacy","Mumbai","Visa","90","HIGH AMOUNT ($13,363.58 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366520","1"
"D2015695","2640.69","USER_0006","9","Flipkart","Surat","Amex","0","CLEAN","CLEAN","False","1772125366522","1"
"33F2ACAF","335.99","USER_0005","12","MedPlus Pharmacy","Mumbai","RuPay","0","CLEAN","CLEAN","False","1772125366522","1"
"06AB766A","2012.09","USER_0025","18","Myntra","Pune","Mastercard","0","CLEAN","CLEAN","False","1772125366522","1"
"49F95DFD","1679.89","USER_0015","13","Myntra","Hyderabad","Visa","0","CLEAN","CLEAN","False","1772125366522","1"
"EB0E8719","1452.39","USER_0019","8","BookMyShow","Chennai","Mastercard","0","CLEAN","CLEAN","False","1772125366522","1"
"7F8FD221","1568.97","USER_0015","19","Reliance Mart","Delhi","RuPay","0","CLEAN","CLEAN","False","1772125366524","1"
"E7FBFB32","1872.84","USER_0023","19","CasinoRoyal","Chennai","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366524","1"
"D960255C","4449.36","USER_0048","22","Amazon","Bangalore","Amex","0","CLEAN","CLEAN","False","1772125366524","1"
"7173B82D","2577.09","USER_0001","5","MedPlus Pharmacy","Surat","Visa","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366524","1"
"5006A10F","4277.8","USER_0021","14","WireTransfer_Global","Jaipur","Mastercard","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366524","1"
"71140857","2864.01","USER_0013","6","Ola","Kolkata","Amex","0","CLEAN","CLEAN","False","1772125366524","1"
"7983B077","1507.21","USER_0023","23","WireTransfer_Global","Mumbai","Mastercard","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366524","1"
"90F2D0AA","2891.43","USER_0047","19","CryptoExchange_BuyBit","Surat","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366524","1"
"7A6F6265","2638.15","USER_0049","13","MedPlus Pharmacy","Bangalore","Mastercard","0","CLEAN","CLEAN","False","1772125366524","1"
"6BC5F785","4271.56","USER_0025","21","Amazon","Delhi","Mastercard","0","CLEAN","CLEAN","False","1772125366526","1"
"A1BF0D75","11146.33","USER_0046","5","D-Mart","Ahmedabad","Visa","90","HIGH AMOUNT ($11,146.33 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366526","1"
"A2D7FC90","1832.94","USER_0036","19","BookMyShow","Hyderabad","Visa","0","CLEAN","CLEAN","False","1772125366526","1"
"3FAA6ED4","20775.33","USER_0049","4","Myntra","Pune","Mastercard","90","HIGH AMOUNT ($20,775.33 > $5000) | OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366526","1"
"1FD64F56","3261.86","USER_0038","1","Ola","Hyderabad","Amex","50","OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366526","1"
"36CA9A96","2015.35","USER_0047","17","Uber","Hyderabad","Amex","0","CLEAN","CLEAN","False","1772125366526","1"
"8000F10B","2838.03","USER_0016","7","Flipkart","Bangalore","RuPay","0","CLEAN","CLEAN","False","1772125366526","1"
"CE1CA454","1947.55","USER_0016","13","Reliance Mart","Mumbai","Visa","0","CLEAN","CLEAN","False","1772125366526","1"
"6222A458","518.64","USER_0046","6","Uber","Surat","Mastercard","0","CLEAN","CLEAN","False","1772125366528","1"
"4E2B5044","1656.61","USER_0011","3","MedPlus Pharmacy","Delhi","Visa","50","OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366528","1"
"6E43E41C","13075.38","USER_0024","3","Flipkart","Hyderabad","Mastercard","90","HIGH AMOUNT ($13,075.38 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366528","1"
"1E9AD1F0","1038.16","USER_0007","11","Amazon","Delhi","Mastercard","0","CLEAN","CLEAN","False","1772125366528","1"
"6C80AB15","720.65","USER_0039","11","Uber","Jaipur","Mastercard","0","CLEAN","CLEAN","False","1772125366528","1"
"A77A0651","804.09","USER_0047","1","CasinoRoyal","Chennai","RuPay","55","OFF-HOURS (hour=1:00, between 00:00-06:00) | HIGH-RISK MERCHANT CATEGORY","HIGH","True","1772125366528","1"
"0A55D557","23445.58","USER_0019","0","Zomato","Delhi","Mastercard","90","HIGH AMOUNT ($23,445.58 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366528","1"
"6BBC0E3D","3473.43","USER_0039","13","Myntra","Pune","Mastercard","0","CLEAN","CLEAN","False","1772125366530","1"
"C5CD217B","21463.09","USER_0025","3","IRCTC","Surat","Mastercard","90","HIGH AMOUNT ($21,463.09 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366530","1"
"EAA4CB6C","3502.48","USER_0030","17","BigBasket","Chennai","RuPay","0","CLEAN","CLEAN","False","1772125366530","1"
"440BA371","1827.82","USER_0028","13","Amazon","Delhi","Mastercard","0","CLEAN","CLEAN","False","1772125366530","1"
"BC753BAE","1200.43","USER_0007","23","Uber","Surat","Amex","0","CLEAN","CLEAN","False","1772125366530","1"
"9AB3D488","694.28","USER_0041","22","Flipkart","Ahmedabad","Mastercard","0","CLEAN","CLEAN","False","1772125366530","1"
"DBD3791D","466.86","USER_0043","12","Zomato","Hyderabad","Visa","0","CLEAN","CLEAN","False","1772125366530","1"
"606A61D3","16482.34","USER_0006","5","Swiggy","Hyderabad","Visa","90","HIGH AMOUNT ($16,482.34 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366530","1"
"475F4D07","1749.44","USER_0014","19","Myntra","Surat","Visa","0","CLEAN","CLEAN","False","1772125366530","1"
"22A8DD1B","1508.09","USER_0009","16","MedPlus Pharmacy","Pune","RuPay","0","CLEAN","CLEAN","False","1772125366530","1"
"91CC5AB4","2623.5","USER_0017","18","IRCTC","Pune","Visa","0","CLEAN","CLEAN","False","1772125366530","1"
"F91C2BC0","1584.86","USER_0021","8","D-Mart","Delhi","Visa","0","CLEAN","CLEAN","False","1772125366530","1"
"24B001A6","1864.09","USER_0004","10","MedPlus Pharmacy","Delhi","Amex","0","CLEAN","CLEAN","False","1772125366532","1"
"1C7037E6","2912.29","USER_0014","17","WireTransfer_Global","Jaipur","Mastercard","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366532","1"
"E06D1F50","2812.74","USER_0031","12","BigBasket","Hyderabad","RuPay","0","CLEAN","CLEAN","False","1772125366532","1"
"16982953","4138.07","USER_0016","20","Flipkart","Ahmedabad","RuPay","0","CLEAN","CLEAN","False","1772125366532","1"
"ABD67378","173.8","USER_0027","7","CryptoExchange_BuyBit","Hyderabad","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366532","1"
"626CB381","779.21","USER_0034","16","Reliance Mart","Chennai","Visa","0","CLEAN","CLEAN","False","1772125366532","1"
"AC703801","475.22","USER_0007","23","Myntra","Kolkata","RuPay","0","CLEAN","CLEAN","False","1772125366534","1"
"26C229DE","383.91","USER_0018","19","Flipkart","Mumbai","Amex","0","CLEAN","CLEAN","False","1772125366534","1"
"828C6980","3413.86","USER_0043","9","D-Mart","Chennai","Visa","0","CLEAN","CLEAN","False","1772125366534","1"
"77F29F6E","2289.54","USER_0003","21","Netflix","Mumbai","Visa","0","CLEAN","CLEAN","False","1772125366534","1"
"9AB568B1","1199.29","USER_0024","5","Reliance Mart","Kolkata","RuPay","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366534","1"
"FEA98B7B","3149.83","USER_0030","15","WireTransfer_Global","Kolkata","Mastercard","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366534","1"
"AE7BF38E","1741.34","USER_0007","16","BookMyShow","Jaipur","Amex","0","CLEAN","CLEAN","False","1772125366534","1"
"7235C307","3452.85","USER_0043","20","CasinoRoyal","Mumbai","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366536","1"
"60B9F55A","1249.67","USER_0013","20","Reliance Mart","Delhi","Visa","0","CLEAN","CLEAN","False","1772125366536","1"
"FDAFF7E6","978.71","USER_0012","15","D-Mart","Chennai","Amex","0","CLEAN","CLEAN","False","1772125366536","1"
"34C56F47","2460.76","USER_0006","23","Flipkart","Bangalore","Mastercard","0","CLEAN","CLEAN","False","1772125366536","1"
"7995CA0D","86.35","USER_0042","6","CryptoExchange_BuyBit","Kolkata","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366536","1"
"AECE2A21","3622.36","USER_0041","14","Swiggy","Pune","Mastercard","0","CLEAN","CLEAN","False","1772125366536","1"
"AD1B0371","9596.64","USER_0005","3","IRCTC","Mumbai","RuPay","90","HIGH AMOUNT ($9,596.64 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366536","1"
"5B4E6E35","10640.4","USER_0011","0","Flipkart","Surat","Mastercard","90","HIGH AMOUNT ($10,640.40 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366536","1"
"64879354","1692.27","USER_0033","11","Flipkart","Pune","Visa","0","CLEAN","CLEAN","False","1772125366536","1"
"CF810C8C","4209.07","USER_0017","19","Uber","Hyderabad","Amex","0","CLEAN","CLEAN","False","1772125366536","1"
"679673EC","398.87","USER_0027","7","Flipkart","Ahmedabad","Mastercard","0","CLEAN","CLEAN","False","1772125366536","1"
